nom;Lien vers la source;Discipline;Date de naissance;Pays;Âge;Fonction;Taille (en cm);Genre;Site de compétition;Latitude;Longitude;Nombre de compétitions;Date de début;Date de fin;Jours de compétitions;Médailles d'or;Médailles d'argent;Médailles de bronze;Record
PUREVDORJ Orkhon;https://olympics.com/fr/paris-2024/athlete/orkhon-purevdorj_1927903;Lutte;25/12/93;Mongolie;30;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;3;09/08/24;10/08/24;2;0;0;0;non
PURNELL Alex;https://olympics.com/fr/paris-2024/athlete/alex-purnell_1945639;Aviron;30/01/95;Australie;29;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;29/07/24;03/08/24;3;0;0;0;non
PUSARLA V. Sindhu;https://olympics.com/fr/paris-2024/athlete/v--sindhu-pusarla_1539157;Badminton;05/07/95;Inde;29;Athlète;179;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;3;28/07/24;01/08/24;3;0;0;0;non
PUSKOVITCH Ivan;https://olympics.com/fr/paris-2024/athlete/ivan-puskovitch_1935972;Natation, marathon;28/02/01;États-Unis d'Amérique;23;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;1;09/08/24;09/08/24;1;0;0;0;non
PUSZTAI Liza;https://olympics.com/fr/paris-2024/athlete/liza-pusztai_1946422;Escrime;11/05/01;Hongrie;23;Athlète;;Femme;Grand Palais;48.86616355;2.3125474;5;29/07/24;03/08/24;2;0;0;0;non
PUTELLAS Alexia;https://olympics.com/fr/paris-2024/athlete/alexia-putellas_1960058;Football;04/02/94;Espagne;30;Athlète;174;Femme;multisite;;;6;25/07/24;09/08/24;6;0;0;0;non
PUTTO Dominika;https://olympics.com/fr/paris-2024/athlete/dominika-putto_1942576;Canoë-kayak sprint;29/12/95;Pologne;28;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;6;06/08/24;10/08/24;4;0;0;0;non
PUUMALAINEN Martti;https://olympics.com/fr/paris-2024/athlete/martti-puumalainen_1909090;Judo;14/04/97;Finlande;27;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;02/08/24;02/08/24;1;0;0;0;non
PUUSTA Ingrid;https://olympics.com/fr/paris-2024/athlete/ingrid-puusta_1910340;Voile;08/11/90;Estonie;33;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;14;29/07/24;01/08/24;4;0;0;0;non
PUVREZ Emma;https://olympics.com/fr/paris-2024/athlete/emma-puvrez_1903232;Hockey;25/07/97;Belgique;27;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;7;28/07/24;09/08/24;7;0;0;0;non
PYON Song Gyong;https://olympics.com/fr/paris-2024/athlete/song-gyong-pyon_1980141;Tennis de table;24/06/01;République populaire démocratique de Corée;23;Athlète;;Femme;Arena Paris Sud 4;48.830184;2.289033;4;28/07/24;01/08/24;4;0;0;0;non
PYSMENSKA Anna;https://olympics.com/fr/paris-2024/athlete/anna-pysmenska_1897468;Plongeon;12/03/91;Ukraine;33;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;1;27/07/24;27/07/24;1;0;0;0;non
PYTLICK Simon;https://olympics.com/fr/paris-2024/athlete/simon-pytlick_1895180;Handball;11/12/00;Danemark;23;Athlète;193;Homme;multisite;;;8;27/07/24;11/08/24;8;1;0;0;non
QI Xuefei;https://olympics.com/fr/paris-2024/athlete/xuefei-qi_1935081;Badminton;28/02/92;France;32;Athlète;168;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;30/07/24;31/07/24;2;0;0;0;non
QI Ying;https://olympics.com/fr/paris-2024/athlete/ying-qi_1913928;Tir;23/01/97;République populaire de Chine;27;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;3;29/07/24;30/07/24;2;0;1;0;non
QIAN Haitao;https://olympics.com/fr/paris-2024/athlete/haitao-qian_1919979;Lutte;12/08/96;République populaire de Chine;28;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;07/08/24;07/08/24;1;0;0;0;non
QIEYANG Shijie;https://olympics.com/fr/paris-2024/athlete/shijie-qieyang_1919008;Athlétisme;11/11/90;République populaire de Chine;33;Athlète;160;Femme;Trocadéro;48.85972558;2.29221884;1;07/08/24;07/08/24;1;0;0;0;non
QIN Haiyang;https://olympics.com/fr/paris-2024/athlete/haiyang-qin_1945128;Natation;17/05/99;République populaire de Chine;25;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;8;27/07/24;04/08/24;5;1;1;0;non
QIN Weibo;https://olympics.com/fr/paris-2024/athlete/weibo-qin_1919026;Athlétisme;29/12/02;République populaire de Chine;21;Athlète;197;Homme;Stade de France;48.924475;2.360127;3;04/08/24;07/08/24;3;0;0;0;non
QIU Dang;https://olympics.com/fr/paris-2024/athlete/dang-qiu_1542547;Tennis de table;29/10/96;Allemagne;27;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;5;27/07/24;06/08/24;5;0;0;0;non
QIU Qiyuan;https://olympics.com/fr/paris-2024/athlete/qiyuan-qiu_1918872;Gymnastique artistique;24/05/07;République populaire de Chine;17;Athlète;;Femme;Arena Bercy;48.83863;2.378597;3;30/07/24;04/08/24;3;0;1;0;non
QIU Xiuping;https://olympics.com/fr/paris-2024/athlete/xiuping-qiu_1918419;Aviron;14/10/99;République populaire de Chine;24;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;28/07/24;31/07/24;3;0;0;0;non
QUADARELLA Simona;https://olympics.com/fr/paris-2024/athlete/simona-quadarella_1925632;Natation;18/12/98;Italie;25;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;4;30/07/24;03/08/24;4;0;0;0;non
QUADROS Ketleyn;https://olympics.com/fr/paris-2024/athlete/ketleyn-quadros_1953812;Judo;01/10/87;Brésil;36;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;6;30/07/24;03/08/24;2;0;0;1;non
QUAH Jing Wen;https://olympics.com/fr/paris-2024/athlete/jing-wen-quah_1541672;Natation;20/12/00;Singapour;23;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;03/08/24;03/08/24;1;0;0;0;non
QUAKE;https://olympics.com/fr/paris-2024/athlete/-quake_1563335;Breaking;21/09/99;Chinese Taipei;25;Athlète;;Homme;La Concorde 1;48.86640642;2.32119515;3;10/08/24;10/08/24;1;0;0;0;non
QUAN Hongchan;https://olympics.com/fr/paris-2024/athlete/hongchan-quan_1901545;Plongeon;28/03/07;République populaire de Chine;17;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;4;31/07/24;06/08/24;3;2;0;0;non
QUAN Xin;https://olympics.com/fr/paris-2024/athlete/xin-quan_1927300;Canoë-kayak slalom;24/11/96;République populaire de Chine;27;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;7;30/07/24;04/08/24;5;0;0;0;non
QUEIROS Raquel;https://olympics.com/fr/paris-2024/athlete/raquel-queiros_1933823;Cyclisme Mountain Bike;16/03/00;Portugal;24;Athlète;;Femme;Colline d’Elancourt;48.78981063;1.9642379;1;28/07/24;28/07/24;1;0;0;0;non
QUEIROZ Isaquias;https://olympics.com/fr/paris-2024/athlete/isaquias-queiroz_1952595;Canoë-kayak sprint;03/01/94;Brésil;30;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;7;06/08/24;09/08/24;4;0;1;0;non
QUEJADA MINOTA Yirleidys;https://olympics.com/fr/paris-2024/athlete/yirleidys-quejada-minota_1918063;Football;10/11/02;Colombie;21;Athlète;170;Femme;multisite;;;4;25/07/24;03/08/24;4;0;0;0;non
QUEK Izaac;https://olympics.com/fr/paris-2024/athlete/izaac-quek_1537137;Tennis de table;26/05/06;Singapour;18;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;1;28/07/24;28/07/24;1;0;0;0;non
QUERINJEAN Ruben;https://olympics.com/fr/paris-2024/athlete/ruben-querinjean_1570596;Athlétisme;22/12/01;Luxembourg;22;Athlète;193;Homme;Stade de France;48.924475;2.360127;1;05/08/24;05/08/24;1;0;0;0;non
QUEZADA MARQUEZ Carlos;https://olympics.com/fr/paris-2024/athlete/carlos-quezada-marquez_1535441;Tir;21/10/99;Mexique;24;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;28/07/24;31/07/24;2;0;0;0;non
QUILES BROTONS Jose;https://olympics.com/fr/paris-2024/athlete/jose-quiles-brotons_1934789;Boxe;19/10/97;Espagne;26;Athlète;172;Homme;Arena Paris Nord;48.9721;2.5149;2;31/07/24;03/08/24;2;0;0;0;non
QUINION Aurelien;https://olympics.com/fr/paris-2024/athlete/aurelien-quinion_1911900;Athlétisme;27/01/93;France;31;Athlète;180;Homme;Trocadéro;48.85972558;2.29221884;2;01/08/24;07/08/24;2;0;0;0;non
QUINN;https://olympics.com/fr/paris-2024/athlete/-quinn_1967218;Football;11/08/95;Canada;29;Athlète;175;Femme;multisite;;;4;25/07/24;03/08/24;4;0;0;0;non
QUINONES Isalys;https://olympics.com/fr/paris-2024/athlete/isalys-quinones_1550051;Basketball;23/10/97;Porto Rico;26;Athlète;191;Femme;Stade Pierre Mauroy;50.61190661;3.13047318;3;28/07/24;03/08/24;3;0;0;0;non
QUINTERO CHAVARRO Kevin Santiago;https://olympics.com/fr/paris-2024/athlete/kevin-santiago-quintero-chavarro_1543498;Cyclisme sur piste;28/10/98;Colombie;25;Athlète;;Homme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;3;07/08/24;11/08/24;3;0;0;0;non
QUINTINO Jessica;https://olympics.com/fr/paris-2024/athlete/jessica-quintino_1561253;Handball;17/04/91;Brésil;33;Athlète;172;Femme;multisite;;;6;25/07/24;06/08/24;6;0;0;0;non
QUINTON Pieter;https://olympics.com/fr/paris-2024/athlete/pieter-quinton_1944747;Aviron;11/02/98;États-Unis d'Amérique;26;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;2;29/07/24;03/08/24;2;0;0;1;non
QUIQUAMPOIX Jean;https://olympics.com/fr/paris-2024/athlete/jean-quiquampoix_1888443;Tir;03/11/95;France;28;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;04/08/24;04/08/24;1;0;0;0;non
QUIZELETE Marilia;https://olympics.com/fr/paris-2024/athlete/marilia-quizelete_1906110;Handball;03/06/97;Angola;27;Athlète;173;Femme;Arena Paris Sud 6;48.829381;2.290865;5;25/07/24;03/08/24;5;0;0;0;non
QUOW Renny;https://olympics.com/fr/paris-2024/athlete/renny-quow_1911367;Athlétisme;25/08/87;Trinité-et-Tobago;37;Athlète;160;Homme;Stade de France;48.924475;2.360127;1;09/08/24;09/08/24;1;0;0;0;non
RAATS Brian;https://olympics.com/fr/paris-2024/athlete/brian-raats_1981090;Athlétisme;17/01/04;Afrique du Sud;20;Athlète;193;Homme;Stade de France;48.924475;2.360127;2;07/08/24;10/08/24;2;0;0;0;non
RABA Daniel;https://olympics.com/fr/paris-2024/athlete/daniel-raba_1921075;Athlétisme;24/04/98;Hongrie;26;Athlète;184;Homme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
RABB Krisztian;https://olympics.com/fr/paris-2024/athlete/krisztian-rabb_1946444;Escrime;10/11/01;Hongrie;22;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;3;31/07/24;31/07/24;1;0;1;0;non
RABEJAONA Antsa;https://olympics.com/fr/paris-2024/athlete/antsa-rabejaona_4676165;Natation;05/06/02;Madagascar;22;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;03/08/24;03/08/24;1;0;0;0;non
RABOUTOU Brooke;https://olympics.com/fr/paris-2024/athlete/brooke-raboutou_1950307;Escalade;09/04/01;États-Unis d'Amérique;23;Athlète;157;Femme;Site d’escalade du Bourget;48.93693402;2.41997931;4;06/08/24;10/08/24;3;0;1;0;non
RACA Ivana;https://olympics.com/fr/paris-2024/athlete/ivana-raca_1948732;Basketball;10/09/99;Serbie;25;Athlète;188;Femme;multisite;;;4;28/07/24;07/08/24;4;0;0;0;non
RACH Christina;https://olympics.com/fr/paris-2024/athlete/christina-rach_1938941;Natation;25/09/07;Érythrée;17;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;03/08/24;03/08/24;1;0;0;0;non
RADIS Simona;https://olympics.com/fr/paris-2024/athlete/simona-radis_1550560;Aviron;05/04/99;Roumanie;25;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;5;27/07/24;03/08/24;5;1;1;0;non
RADIVILOV Igor;https://olympics.com/fr/paris-2024/athlete/igor-radivilov_1897558;Gymnastique artistique;19/10/92;Ukraine;31;Athlète;;Homme;Arena Bercy;48.83863;2.378597;2;29/07/24;04/08/24;2;0;0;0;non
RADOSAVLJEVIC Camille;https://olympics.com/fr/paris-2024/athlete/camille-radosavljevic_1906405;Water-polo;12/12/02;France;21;Athlète;175;Femme;Centre Aquatique;48.923723;2.35578;4;27/07/24;04/08/24;4;0;0;0;non
RADOSZ Martyna;https://olympics.com/fr/paris-2024/athlete/martyna-radosz_1928516;Aviron;12/05/91;Pologne;33;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;02/08/24;4;0;0;0;non
RADOVIC Duro;https://olympics.com/fr/paris-2024/athlete/duro-radovic_1568450;Water-polo;20/02/99;Monténégro;25;Athlète;193;Homme;multisite;;;5;28/07/24;05/08/24;5;0;0;0;non
RADOVIC Vasilije;https://olympics.com/fr/paris-2024/athlete/vasilije-radovic_1568342;Water-polo;12/05/03;Monténégro;21;Athlète;198;Homme;multisite;;;5;28/07/24;05/08/24;5;0;0;0;non
RAESS Jonas;https://olympics.com/fr/paris-2024/athlete/jonas-raess_1977785;Athlétisme;08/03/94;Suisse;30;Athlète;185;Homme;Stade de France;48.924475;2.360127;1;07/08/24;07/08/24;1;0;0;0;non
RAFAELLE;https://olympics.com/fr/paris-2024/athlete/-rafaelle_1967625;Football;18/06/91;Brésil;33;Athlète;175;Femme;multisite;;;4;25/07/24;10/08/24;4;0;1;0;non
RAFALOVICH Nikita;https://olympics.com/fr/paris-2024/athlete/nikita-rafalovich_1887756;Taekwondo;10/10/93;Ouzbékistan;30;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;2;10/08/24;10/08/24;1;0;0;0;non
RAFFAELI Sofia;https://olympics.com/fr/paris-2024/athlete/sofia-raffaeli_1923694;Gymnastique rythmique;19/01/04;Italie;20;Athlète;;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;8;08/08/24;09/08/24;2;0;0;1;non
RAFI Samiul Islam;https://olympics.com/fr/paris-2024/athlete/samiul-islam-rafi_1543054;Natation;12/10/04;Bangladesh;19;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;30/07/24;30/07/24;1;0;0;0;non
RAFTERY Jack;https://olympics.com/fr/paris-2024/athlete/jack-raftery_1544444;Athlétisme;26/04/01;Irlande;23;Athlète Remplaçant;201;Homme;;;;0;;;0;0;0;0;non
RAGAINI Alessandro;https://olympics.com/fr/paris-2024/athlete/alessandro-ragaini_1925690;Natation;02/08/06;Italie;18;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;3;28/07/24;30/07/24;2;0;0;0;non
RAHARVEL Jonathan;https://olympics.com/fr/paris-2024/athlete/jonathan-raharvel_1917898;Natation;24/04/02;Madagascar;22;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;27/07/24;27/07/24;1;0;0;0;non
RAHAYU Apriyani;https://olympics.com/fr/paris-2024/athlete/apriyani-rahayu_1926295;Badminton;29/04/98;Indonésie;26;Athlète;163;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;3;27/07/24;30/07/24;3;0;0;0;non
RAHBARI Mohammad;https://olympics.com/fr/paris-2024/athlete/mohammad-rahbari_1541439;Escrime;13/12/91;République islamique d'Iran;32;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;4;27/07/24;31/07/24;2;0;0;0;non
RAHIMI Soufiane;https://olympics.com/fr/paris-2024/athlete/soufiane-rahimi_1970731;Football;02/06/96;Maroc;28;Athlète;180;Homme;multisite;;;6;24/07/24;08/08/24;6;0;0;1;non
RAHIMI Tina;https://olympics.com/fr/paris-2024/athlete/tina-rahimi_1940143;Boxe;13/03/96;Australie;28;Athlète;166;Femme;Arena Paris Nord;48.9721;2.5149;1;02/08/24;02/08/24;1;0;0;0;non
RAHIMOV Serdar;https://olympics.com/fr/paris-2024/athlete/serdar-rahimov_1548935;Judo;12/02/04;Turkménistan;20;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;2;28/07/24;28/07/24;1;0;0;0;non
RAHM Jon;https://olympics.com/fr/paris-2024/athlete/jon-rahm_1898582;Golf;10/11/94;Espagne;29;Athlète;190;Homme;Golf National;48.7532;2.0758;4;01/08/24;04/08/24;4;0;0;0;non
RAHMAN Imranur;https://olympics.com/fr/paris-2024/athlete/imranur-rahman_1552318;Athlétisme;05/07/93;Bangladesh;31;Athlète;170;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
RAHMOUNI Yessin;https://olympics.com/fr/paris-2024/athlete/yessin-rahmouni_1562482;Sports équestres;02/10/84;Maroc;39;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;1;31/07/24;31/07/24;1;0;0;0;non
RAI Tarundeep;https://olympics.com/fr/paris-2024/athlete/tarundeep-rai_1546110;Tir à l'arc;22/02/84;Inde;40;Athlète;;Homme;Invalides;48.85704803;2.312835932;4;25/07/24;31/07/24;3;0;0;0;non
RAIMO Zigmars;https://olympics.com/fr/paris-2024/athlete/zigmars-raimo_1942539;Basketball 3x3;14/11/97;Lettonie;26;Athlète;200;Homme;La Concorde 1;48.86640642;2.32119515;9;30/07/24;05/08/24;6;0;0;0;non
RAITANEN Topi;https://olympics.com/fr/paris-2024/athlete/topi-raitanen_1904363;Athlétisme;07/02/96;Finlande;28;Athlète;185;Homme;Stade de France;48.924475;2.360127;1;05/08/24;05/08/24;1;0;0;0;non
RAJA Allar;https://olympics.com/fr/paris-2024/athlete/allar-raja_1910468;Aviron;22/06/83;Estonie;41;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;27/07/24;31/07/24;3;0;0;0;non
RAK Filip;https://olympics.com/fr/paris-2024/athlete/filip-rak_1573166;Athlétisme;03/02/03;Pologne;21;Athlète;185;Homme;Stade de France;48.924475;2.360127;2;02/08/24;03/08/24;2;0;0;0;non
RAKHIMJONOV Asadbek;https://olympics.com/fr/paris-2024/athlete/asadbek-rakhimjonov_1896806;Football;17/02/04;Ouzbékistan;20;Athlète;181;Homme;Parc des Princes;48.84156974;2.253048697;1;30/07/24;30/07/24;1;0;0;0;non
RAKHIMOV Temur;https://olympics.com/fr/paris-2024/athlete/temur-rakhimov_1567512;Judo;08/07/97;Tadjikistan;27;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;4;02/08/24;02/08/24;1;0;0;1;non
RAKHMONALIEV Umarali;https://olympics.com/fr/paris-2024/athlete/umarali-rakhmonaliev_1896807;Football;18/08/03;Ouzbékistan;21;Athlète;170;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
RAKOTOARIMANANA Fabio;https://olympics.com/fr/paris-2024/athlete/fabio-rakotoarimanana_1928808;Tennis de table;24/07/03;Madagascar;21;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;1;28/07/24;28/07/24;1;0;0;0;non
RAKSAT Chuthamat;https://olympics.com/fr/paris-2024/athlete/chuthamat-raksat_1898259;Boxe;06/07/93;Thaïlande;31;Athlète;164;Femme;Arena Paris Nord;48.9721;2.5149;2;01/08/24;03/08/24;2;0;0;0;non
RAM Rajeev;https://olympics.com/fr/paris-2024/athlete/rajeev-ram_1930804;Tennis;18/03/84;États-Unis d'Amérique;40;Athlète;193;Homme;Stade Roland Garros;48.845968;2.253522;5;29/07/24;03/08/24;5;0;1;0;non
RAMADAN Abeer;https://olympics.com/fr/paris-2024/athlete/abeer-ramadan_1978541;Gymnastique rythmique;31/07/07;Égypte;17;Athlète;;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;09/08/24;09/08/24;1;0;0;0;non
RAMADHANTI Siti Fadia Silva;https://olympics.com/fr/paris-2024/athlete/siti-fadia-silva-ramadhanti_1926341;Badminton;16/11/00;Indonésie;23;Athlète;157;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;3;27/07/24;30/07/24;3;0;0;0;non
RAMAKONGOANA Tebello;https://olympics.com/fr/paris-2024/athlete/tebello-ramakongoana_1543389;Athlétisme;13/10/96;Lesotho;27;Athlète;;Homme;Invalides;48.85704803;2.312835932;1;10/08/24;10/08/24;1;0;0;0;non
RAMATELLI Giulia;https://olympics.com/fr/paris-2024/athlete/giulia-ramatelli_1925795;Natation;09/09/00;Italie;24;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;01/08/24;01/08/24;1;0;0;0;non
RAMATULLA Bekarys;https://olympics.com/fr/paris-2024/athlete/bekarys-ramatulla_1935423;Canoë-kayak sprint;26/07/02;Kazakhstan;22;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;4;06/08/24;07/08/24;2;0;0;0;non
RAMAZANOV Magomed Eldarovitch;https://olympics.com/fr/paris-2024/athlete/magomed-eldarovitch-ramazanov_1556873;Lutte;22/05/93;Bulgarie;31;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;4;08/08/24;09/08/24;2;1;0;0;non
RAMAZANOVA Yaylagul;https://olympics.com/fr/paris-2024/athlete/yaylagul-ramazanova_1972344;Tir à l'arc;18/01/90;Azerbaïdjan;34;Athlète;;Femme;Invalides;48.85704803;2.312835932;3;25/07/24;30/07/24;2;0;0;0;non
RAMBALDI Luca;https://olympics.com/fr/paris-2024/athlete/luca-rambaldi_1560781;Aviron;09/12/94;Italie;29;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;2;27/07/24;31/07/24;2;0;1;0;non
RAMBAUT Jules;https://olympics.com/fr/paris-2024/athlete/jules-rambaut_1568608;Basketball 3x3;06/04/98;France;26;Athlète;200;Homme;La Concorde 1;48.86640642;2.32119515;10;30/07/24;05/08/24;6;0;1;0;non
RAMEL Juliette;https://olympics.com/fr/paris-2024/athlete/juliette-ramel_1890586;Sports équestres;12/04/87;Suède;37;Athlète;;Femme;Château de Versailles;48.81432266;2.08452588;2;30/07/24;03/08/24;2;0;0;0;non
RAMESH Rajesh;https://olympics.com/fr/paris-2024/athlete/rajesh-ramesh_1544338;Athlétisme;28/03/99;Inde;25;Athlète;174;Homme;Stade de France;48.924475;2.360127;1;09/08/24;09/08/24;1;0;0;0;non
RAMETTE Elise;https://olympics.com/fr/paris-2024/athlete/elise-ramette_1895626;Basketball;03/11/98;Belgique;25;Athlète;177;Femme;multisite;;;6;29/07/24;11/08/24;6;0;0;0;non
RAMIREZ Daniella;https://olympics.com/fr/paris-2024/athlete/daniella-ramirez_1943048;Natation artistique;06/10/01;États-Unis d'Amérique;22;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;3;05/08/24;07/08/24;3;0;1;0;non
RAMIREZ IBANEZ Paula;https://olympics.com/fr/paris-2024/athlete/paula-ramirez-ibanez_1954816;Natation artistique;23/04/96;Espagne;28;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;3;05/08/24;07/08/24;3;0;0;1;non
RAMIREZ Mayra;https://olympics.com/fr/paris-2024/athlete/mayra-ramirez_1918067;Football;25/03/99;Colombie;25;Athlète;177;Femme;multisite;;;4;25/07/24;03/08/24;4;0;0;0;non
RAMIREZ RAMOS Edson Ismael;https://olympics.com/fr/paris-2024/athlete/edson-ismael-ramirez-ramos_1535438;Tir;10/07/00;Mexique;24;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;27/07/24;28/07/24;2;0;0;0;non
RAMIREZ YEPES Carlos Alberto;https://olympics.com/fr/paris-2024/athlete/carlos-alberto-ramirez-yepes_1543489;Cyclisme BMX Racing;12/03/94;Colombie;30;Athlète;;Homme;Stade BMX de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;4;01/08/24;01/08/24;1;0;0;0;non
RAMITA Ramita;https://olympics.com/fr/paris-2024/athlete/ramita-ramita_1539754;Tir;16/01/04;Inde;20;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;3;27/07/24;29/07/24;3;0;0;0;non
RAMMO Karl-Martin;https://olympics.com/fr/paris-2024/athlete/karl-martin-rammo_1909954;Voile;06/06/89;Estonie;35;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;8;01/08/24;05/08/24;5;0;0;0;non
RAMOS Ethan Adrian;https://olympics.com/fr/paris-2024/athlete/ethan-adrian-ramos_1551787;Lutte;03/04/95;Porto Rico;29;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;08/08/24;08/08/24;1;0;0;0;non
RAMOS Leandro;https://olympics.com/fr/paris-2024/athlete/leandro-ramos_1938770;Athlétisme;21/09/00;Portugal;24;Athlète;183;Homme;Stade de France;48.924475;2.360127;1;06/08/24;06/08/24;1;0;0;0;non
RAMOS Martin;https://olympics.com/fr/paris-2024/athlete/martin-ramos_1908149;Volleyball;26/08/91;Argentine;33;Athlète;197;Homme;Arena Paris Sud 1;48.832968;2.2840069;3;27/07/24;02/08/24;3;0;0;0;non
RAMPULA Matej;https://olympics.com/fr/paris-2024/athlete/matej-rampula_1919551;Tir;03/04/00;Tchéquie;24;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;3;27/07/24;04/08/24;2;0;0;0;non
RAMRAJ Vithya;https://olympics.com/fr/paris-2024/athlete/vithya-ramraj_1564579;Athlétisme;20/09/98;Inde;26;Athlète;160;Femme;Stade de France;48.924475;2.360127;1;09/08/24;09/08/24;1;0;0;0;non
RAMSAY Ella;https://olympics.com/fr/paris-2024/athlete/ella-ramsay_1946174;Natation;12/07/04;Australie;20;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;8;29/07/24;03/08/24;4;0;1;0;non
RAMSDEN Maia;https://olympics.com/fr/paris-2024/athlete/maia-ramsden_1926706;Athlétisme;23/03/02;Nouvelle-Zélande;22;Athlète;170;Femme;Stade de France;48.924475;2.360127;2;06/08/24;08/08/24;2;0;0;0;non
RAMSEY Ariana;https://olympics.com/fr/paris-2024/athlete/ariana-ramsey_1950500;Rugby à sept;25/03/00;États-Unis d'Amérique;24;Athlète;162;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;1;non
RANDAFIARISON Rosina;https://olympics.com/fr/paris-2024/athlete/rosina-randafiarison_1913677;Haltérophilie;29/12/99;Madagascar;24;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;07/08/24;07/08/24;1;0;0;0;non
RANDALL Jesse;https://olympics.com/fr/paris-2024/athlete/jesse-randall_1944953;Football;19/08/02;Nouvelle-Zélande;22;Athlète;176;Homme;Stade de Marseille;43.2698;5.3959;2;27/07/24;30/07/24;2;0;0;0;non
RANDELOVIC Sava;https://olympics.com/fr/paris-2024/athlete/sava-randelovic_1956456;Water-polo;17/07/93;Serbie;31;Athlète;193;Homme;multisite;;;8;28/07/24;11/08/24;8;1;0;0;non
RANEY Jordan;https://olympics.com/fr/paris-2024/athlete/jordan-raney_1908386;Water-polo;02/06/96;États-Unis d'Amérique;28;Athlète;180;Femme;multisite;;;7;27/07/24;10/08/24;7;0;0;0;non
