nom;Lien vers la source;Discipline;Date de naissance;Pays;Âge;Fonction;Taille (en cm);Genre;Site de compétition;Latitude;Longitude;Nombre de compétitions;Date de début;Date de fin;Jours de compétitions;Médailles d'or;Médailles d'argent;Médailles de bronze;Record
LEPAGE Kelee;https://olympics.com/fr/paris-2024/athlete/kelee-lepage_1954095;Hockey;04/10/97;États-Unis d'Amérique;26;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;03/08/24;5;0;0;0;non
LEPENANT Johann;https://olympics.com/fr/paris-2024/athlete/johann-lepenant_1900680;Football;22/10/02;France;21;Athlète;176;Homme;Stade de Marseille;43.2698;5.3959;1;30/07/24;30/07/24;1;0;1;0;non
LEPPA Aleksi;https://olympics.com/fr/paris-2024/athlete/aleksi-leppa_1909120;Tir;02/09/94;Finlande;30;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;28/07/24;31/07/24;2;0;0;0;non
LESJAK Urban;https://olympics.com/fr/paris-2024/athlete/urban-lesjak_1981553;Handball;24/08/90;Slovénie;34;Athlète;188;Homme;multisite;;;8;27/07/24;11/08/24;8;0;0;0;non
LESKI Andreja;https://olympics.com/fr/paris-2024/athlete/andreja-leski_1980833;Judo;08/01/97;Slovénie;27;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;5;30/07/24;30/07/24;1;1;0;0;non
LESSORT Mathias;https://olympics.com/fr/paris-2024/athlete/mathias-lessort_1573634;Basketball;29/09/95;France;28;Athlète;206;Homme;multisite;;;6;27/07/24;10/08/24;6;0;1;0;non
LETE Elene;https://olympics.com/fr/paris-2024/athlete/elene-lete_1960015;Football;07/05/02;Espagne;22;Athlète;175;Femme;Stade de Lyon;45.76514165;4.98199275;1;09/08/24;09/08/24;1;0;0;0;non
LETH Julie Norman;https://olympics.com/fr/paris-2024/athlete/julie-norman-leth_1879051;Cyclisme sur piste;13/07/92;Danemark;32;Athlète;;Femme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;1;09/08/24;09/08/24;1;0;0;0;non
LETH Lasse Norman;https://olympics.com/fr/paris-2024/athlete/lasse-norman-leth_1879050;Cyclisme sur piste;11/02/92;Danemark;32;Athlète Remplaçant;;Homme;;;;0;;;0;0;0;0;non
LETT Dane;https://olympics.com/fr/paris-2024/athlete/dane-lett_1926523;Hockey;29/08/90;Nouvelle-Zélande;34;Athlète;;Homme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;02/08/24;5;0;0;0;non
LETTSOME Thad;https://olympics.com/fr/paris-2024/athlete/thad-lettsome_1571490;Voile;17/01/02;Îles Vierges britanniques;22;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;8;01/08/24;05/08/24;5;0;0;0;non
LEUCHTER Viola;https://olympics.com/fr/paris-2024/athlete/viola-leuchter_1899241;Handball;15/06/04;Allemagne;20;Athlète;187;Femme;multisite;;;6;25/07/24;06/08/24;6;0;0;0;non
LEUTA Matai;https://olympics.com/fr/paris-2024/athlete/matai-leuta_3555841;Rugby à sept;20/07/90;États-Unis d'Amérique;34;Athlète;189;Homme;Stade de France;48.924475;2.360127;5;24/07/24;27/07/24;3;0;0;0;non
LEVAI Zoltan;https://olympics.com/fr/paris-2024/athlete/zoltan-levai_1911550;Lutte;30/01/96;Hongrie;28;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;2;06/08/24;06/08/24;1;0;0;0;non
LEVCHENKO Yuliia;https://olympics.com/fr/paris-2024/athlete/yuliia-levchenko_1571545;Athlétisme;28/11/97;Ukraine;26;Athlète;179;Femme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
LEVELL Bryan;https://olympics.com/fr/paris-2024/athlete/bryan-levell_1913118;Athlétisme;23/12/03;Jamaïque;20;Athlète;185;Homme;Stade de France;48.924475;2.360127;3;05/08/24;07/08/24;3;0;0;0;non
LEVERETT Henry Turner;https://olympics.com/fr/paris-2024/athlete/henry-turner-leverett_1944371;Tir;13/06/01;États-Unis d'Amérique;23;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;2;04/08/24;04/08/24;1;0;0;0;non
LEVI Maddison;https://olympics.com/fr/paris-2024/athlete/maddison-levi_1945912;Rugby à sept;27/04/02;Australie;22;Athlète;183;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;0;non
LEVI Teagan;https://olympics.com/fr/paris-2024/athlete/teagan-levi_1945932;Rugby à sept;14/08/03;Australie;21;Athlète;173;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;0;non
LEVIN-ANDERSSON Rickard;https://olympics.com/fr/paris-2024/athlete/rickard-levin-andersson_1572918;Tir;24/04/91;Suède;33;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;3;29/07/24;30/07/24;2;0;0;0;non
LEVINS Cameron;https://olympics.com/fr/paris-2024/athlete/cameron-levins_1974176;Athlétisme;28/03/89;Canada;35;Athlète;180;Homme;Invalides;48.85704803;2.312835932;1;10/08/24;10/08/24;1;0;0;0;non
LEVY Sarah;https://olympics.com/fr/paris-2024/athlete/sarah-levy_1950496;Rugby à sept;27/12/95;États-Unis d'Amérique;28;Athlète;162;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;1;non
LEWIN-LAFRANCE Antonia;https://olympics.com/fr/paris-2024/athlete/antonia-lewin-lafrance_1960331;Voile;12/06/97;Canada;27;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;12;28/07/24;31/07/24;4;0;0;0;non
LEWIN-LAFRANCE Georgia;https://olympics.com/fr/paris-2024/athlete/georgia-lewin-lafrance_1960337;Voile;01/12/99;Canada;24;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;12;28/07/24;31/07/24;4;0;0;0;non
LEWIS Akilah;https://olympics.com/fr/paris-2024/athlete/akilah-lewis_1911246;Athlétisme;10/12/00;Trinité-et-Tobago;23;Athlète;170;Femme;Stade de France;48.924475;2.360127;1;08/08/24;08/08/24;1;0;0;0;non
LEWIS Bailey;https://olympics.com/fr/paris-2024/athlete/bailey-lewis_1946334;Taekwondo;07/11/97;Australie;26;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;2;07/08/24;07/08/24;1;0;0;0;non
LEWIS Torrie;https://olympics.com/fr/paris-2024/athlete/torrie-lewis_1939870;Athlétisme;08/01/05;Australie;19;Athlète;175;Femme;Stade de France;48.924475;2.360127;4;04/08/24;08/08/24;3;0;0;0;non
LEYDS Tristan;https://olympics.com/fr/paris-2024/athlete/tristan-leyds_1574134;Rugby à sept;24/05/97;Afrique du Sud;27;Athlète;182;Homme;Stade de France;48.924475;2.360127;6;24/07/24;27/07/24;3;0;0;1;non
LEYGONIE Vincent;https://olympics.com/fr/paris-2024/athlete/vincent-leygonie_1943608;Cyclisme BMX Freestyle;27/10/97;Afrique du Sud;26;Athlète;;Homme;La Concorde 2;48.86504456;2.32119516;1;30/07/24;30/07/24;1;0;0;0;non
LHAMO Kinzang;https://olympics.com/fr/paris-2024/athlete/kinzang-lhamo_3048371;Athlétisme;15/06/98;Bhoutan;26;Athlète;159;Femme;Invalides;48.85704803;2.312835932;1;11/08/24;11/08/24;1;0;0;0;non
LHOPITAL Yohanna;https://olympics.com/fr/paris-2024/athlete/yohanna-lhopital_1905845;Hockey;18/09/99;France;25;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;03/08/24;5;0;0;0;non
LI Adam;https://olympics.com/fr/paris-2024/athlete/adam-li_1894507;Tir à l'arc;15/08/97;Tchéquie;27;Athlète;;Homme;Invalides;48.85704803;2.312835932;3;25/07/24;30/07/24;2;0;0;0;non
LI Bingjie;https://olympics.com/fr/paris-2024/athlete/bingjie-li_1945169;Natation;03/03/02;République populaire de Chine;22;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;7;27/07/24;02/08/24;6;0;0;1;non
LI Dongyin;https://olympics.com/fr/paris-2024/athlete/dongyin-li_1927402;Canoë-kayak sprint;06/07/95;République populaire de Chine;29;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;2;06/08/24;08/08/24;2;0;0;0;non
LI Fabin;https://olympics.com/fr/paris-2024/athlete/fabin-li_1918372;Haltérophilie;15/01/93;République populaire de Chine;31;Athlète;;Homme;Arena Paris Sud 6;48.829381;2.290865;1;07/08/24;07/08/24;1;1;0;0;oui
LI Hong;https://olympics.com/fr/paris-2024/athlete/hong-li_1926901;Hockey;31/05/99;République populaire de Chine;25;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;8;28/07/24;09/08/24;8;0;1;0;non
LI Jiaman;https://olympics.com/fr/paris-2024/athlete/jiaman-li_1913372;Tir à l'arc;18/08/97;République populaire de Chine;27;Athlète;;Femme;Invalides;48.85704803;2.312835932;8;25/07/24;03/08/24;4;0;1;0;non
LI Jiangyan;https://olympics.com/fr/paris-2024/athlete/jiangyan-li_1919094;Athlétisme;22/05/99;République populaire de Chine;25;Athlète;183;Femme;Stade de France;48.924475;2.360127;1;04/08/24;04/08/24;1;0;0;0;non
LI Meng;https://olympics.com/fr/paris-2024/athlete/meng-li_1901746;Basketball;02/01/95;République populaire de Chine;29;Athlète;183;Femme;Stade Pierre Mauroy;50.61190661;3.13047318;3;28/07/24;03/08/24;3;0;0;0;non
LI Michelle;https://olympics.com/fr/paris-2024/athlete/michelle-li_1958808;Badminton;03/11/91;Canada;32;Athlète;173;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;29/07/24;31/07/24;2;0;0;0;non
LI Qian;https://olympics.com/fr/paris-2024/athlete/qian-li_1926826;Boxe;06/06/90;République populaire de Chine;34;Athlète;178;Femme;multisite;;;4;31/07/24;10/08/24;4;1;0;0;non
LI Shi Feng;https://olympics.com/fr/paris-2024/athlete/shi-feng-li_1913419;Badminton;09/01/00;République populaire de Chine;24;Athlète;185;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;3;28/07/24;01/08/24;3;0;0;0;non
LI Shiting;https://olympics.com/fr/paris-2024/athlete/shiting-li_1927323;Canoë-kayak slalom;25/11/05;République populaire de Chine;18;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;6;27/07/24;03/08/24;4;0;0;0;non
LI Shuhuan;https://olympics.com/fr/paris-2024/athlete/shuhuan-li_1914058;Pentathlon moderne;25/10/96;République populaire de Chine;27;Athlète;;Homme;multisite;;;5;08/08/24;09/08/24;2;0;0;0;non
LI Tsai-Chi;https://olympics.com/fr/paris-2024/athlete/tsai-chi-li_1564638;Tir à l'arc;02/01/05;Chinese Taipei;19;Athlète;;Femme;Invalides;48.85704803;2.312835932;5;25/07/24;01/08/24;3;0;0;0;non
LI Wenwen;https://olympics.com/fr/paris-2024/athlete/wenwen-li_1918376;Haltérophilie;05/03/00;République populaire de Chine;24;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;11/08/24;11/08/24;1;1;0;0;non
LI Xue;https://olympics.com/fr/paris-2024/athlete/xue-li_1913952;Tir;20/01/00;République populaire de Chine;24;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;3;27/07/24;29/07/24;3;0;0;0;non
LI Yandong;https://olympics.com/fr/paris-2024/athlete/yandong-li_1918997;Athlétisme;02/02/98;République populaire de Chine;26;Athlète;180;Homme;Trocadéro;48.85972558;2.29221884;1;01/08/24;01/08/24;1;0;0;0;non
LI Yingying;https://olympics.com/fr/paris-2024/athlete/yingying-li_1913652;Volleyball;19/02/00;République populaire de Chine;24;Athlète;195;Femme;Arena Paris Sud 1;48.832968;2.2840069;4;29/07/24;06/08/24;4;0;0;0;non
LI Yuan;https://olympics.com/fr/paris-2024/athlete/yuan-li_1901740;Basketball;29/05/00;République populaire de Chine;24;Athlète;170;Femme;Stade Pierre Mauroy;50.61190661;3.13047318;3;28/07/24;03/08/24;3;0;0;0;non
LI Yuehong;https://olympics.com/fr/paris-2024/athlete/yuehong-li_1913913;Tir;28/08/89;République populaire de Chine;35;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;3;04/08/24;05/08/24;2;1;0;0;non
LI Yueru;https://olympics.com/fr/paris-2024/athlete/yueru-li_1901747;Basketball;28/03/99;République populaire de Chine;25;Athlète;200;Femme;Stade Pierre Mauroy;50.61190661;3.13047318;3;28/07/24;03/08/24;3;0;0;0;non
LI Yuting;https://olympics.com/fr/paris-2024/athlete/yuting-li_1918980;Athlétisme;03/05/02;République populaire de Chine;22;Athlète;175;Femme;Stade de France;48.924475;2.360127;2;04/08/24;05/08/24;2;0;0;0;non
LI Yvonne;https://olympics.com/fr/paris-2024/athlete/yvonne-li_1556645;Badminton;30/05/98;Allemagne;26;Athlète;171;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;28/07/24;30/07/24;2;0;0;0;non
LI Zhiwei;https://olympics.com/fr/paris-2024/athlete/zhiwei-li_1920649;Cyclisme sur piste;28/01/04;République populaire de Chine;20;Athlète Remplaçant;;Homme;;;;0;;;0;0;0;0;non
LI Zhongyuan;https://olympics.com/fr/paris-2024/athlete/zhongyuan-li_1913367;Tir à l'arc;19/08/02;République populaire de Chine;22;Athlète;;Homme;Invalides;48.85704803;2.312835932;6;25/07/24;01/08/24;3;0;0;0;non
LIA Nicholas;https://olympics.com/fr/paris-2024/athlete/nicholas-lia_1878613;Natation;13/02/01;Norvège;23;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;01/08/24;01/08/24;1;0;0;0;non
LIAN Junjie;https://olympics.com/fr/paris-2024/athlete/junjie-lian_1901555;Plongeon;03/11/00;République populaire de Chine;23;Athlète;;Homme;Centre Aquatique;48.923723;2.35578;1;29/07/24;29/07/24;1;1;0;0;non
LIANG Wei Keng;https://olympics.com/fr/paris-2024/athlete/wei-keng-liang_1913424;Badminton;30/11/00;République populaire de Chine;23;Athlète;178;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;6;27/07/24;04/08/24;6;0;1;0;non
LIANG Xiaoya;https://olympics.com/fr/paris-2024/athlete/xiaoya-liang_1913961;Tir;20/04/07;République populaire de Chine;17;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;02/08/24;02/08/24;1;0;0;0;non
LIANG Yushuai;https://olympics.com/fr/paris-2024/athlete/yushuai-liang_1910367;Taekwondo;10/09/00;République populaire de Chine;24;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;4;08/08/24;08/08/24;1;0;0;1;non
LICONA TORRES Lina Esther;https://olympics.com/fr/paris-2024/athlete/lina-esther-licona-torres_1917559;Athlétisme;01/10/98;Colombie;25;Athlète;163;Femme;Stade de France;48.924475;2.360127;2;05/08/24;06/08/24;2;0;0;0;non
LIDDELL Brin;https://olympics.com/fr/paris-2024/athlete/brin-liddell_1945973;Voile;27/02/02;Australie;22;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;12;03/08/24;06/08/24;4;0;0;0;non
LIEBENBERG David;https://olympics.com/fr/paris-2024/athlete/david-liebenberg_1950383;Voile;26/10/91;États-Unis d'Amérique;32;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;12;03/08/24;06/08/24;4;0;0;0;non
LIEBIG Fabian;https://olympics.com/fr/paris-2024/athlete/fabian-liebig_1550546;Pentathlon moderne;18/06/94;Allemagne;30;Athlète;;Homme;multisite;;;9;08/08/24;10/08/24;3;0;0;0;non
LIEBSCHER-LUCZ Tom;https://olympics.com/fr/paris-2024/athlete/tom-liebscher-lucz_1913737;Canoë-kayak sprint;03/08/93;Allemagne;31;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;6;06/08/24;09/08/24;3;1;0;0;non
LIECHTI Jasmin;https://olympics.com/fr/paris-2024/athlete/jasmin-liechti_1977715;Cyclisme sur piste;09/10/02;Suisse;21;Athlète Remplaçant;;Femme;;;;0;;;0;0;0;0;non
LIEN Chen-Ling;https://olympics.com/fr/paris-2024/athlete/chen-ling-lien_1565615;Judo;31/01/88;Chinese Taipei;36;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;2;29/07/24;29/07/24;1;0;0;0;non
LIENDO Josh;https://olympics.com/fr/paris-2024/athlete/josh-liendo_1967069;Natation;20/08/02;Canada;22;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;12;27/07/24;04/08/24;6;0;1;0;non
LIESS Nils;https://olympics.com/fr/paris-2024/athlete/nils-liess_1977717;Natation;24/08/96;Suisse;28;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;2;30/07/24;03/08/24;2;0;0;0;non
LIGETI Daniel;https://olympics.com/fr/paris-2024/athlete/daniel-ligeti_1911553;Lutte;31/07/89;Hongrie;35;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;2;09/08/24;09/08/24;1;0;0;0;non
LIGETVARI Patrik;https://olympics.com/fr/paris-2024/athlete/patrik-ligetvari_1932194;Handball;13/02/96;Hongrie;28;Athlète;203;Homme;Arena Paris Sud 6;48.829381;2.290865;5;27/07/24;04/08/24;5;0;0;0;non
LIJTENSTEIN Guillermo;https://olympics.com/fr/paris-2024/athlete/guillermo-lijtenstein_1917792;Rugby à sept;14/09/90;Uruguay;34;Athlète;167;Homme;Stade de France;48.924475;2.360127;5;24/07/24;27/07/24;3;0;0;0;non
LIKUCEVA Laisana;https://olympics.com/fr/paris-2024/athlete/laisana-likuceva_1560288;Rugby à sept;03/02/99;Fidji;25;Athlète;169;Femme;Stade de France;48.924475;2.360127;5;28/07/24;30/07/24;3;0;0;0;non
LILI Mohamed El Mehdi;https://olympics.com/fr/paris-2024/athlete/mohamed-el-mehdi-lili_1963042;Judo;22/09/95;Algérie;29;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;02/08/24;02/08/24;1;0;0;0;non
LILIK Elena;https://olympics.com/fr/paris-2024/athlete/elena-lilik_1913770;Canoë-kayak slalom;14/09/98;Allemagne;26;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;10;30/07/24;05/08/24;6;0;1;0;non
LILL Candice;https://olympics.com/fr/paris-2024/athlete/candice-lill_1943609;Cyclisme Mountain Bike;15/02/92;Afrique du Sud;32;Athlète;;Femme;Colline d’Elancourt;48.78981063;1.9642379;1;28/07/24;28/07/24;1;0;0;0;non
LILLEFOSSE Pal Haugen;https://olympics.com/fr/paris-2024/athlete/pal-haugen-lillefosse_1878373;Athlétisme;04/06/01;Norvège;23;Athlète;183;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
LILLEY Ruby;https://olympics.com/fr/paris-2024/athlete/ruby-lilley_1944236;Skateboard;14/12/06;États-Unis d'Amérique;17;Athlète;;Femme;La Concorde 4;48.86573765;2.3220383;1;06/08/24;06/08/24;1;0;0;0;non
LIM Jonghoon;https://olympics.com/fr/paris-2024/athlete/jonghoon-lim_1936429;Tennis de table;21/01/97;République de Corée;27;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;6;27/07/24;07/08/24;6;0;0;1;non
LIM Sihyeon;https://olympics.com/fr/paris-2024/athlete/sihyeon-lim_1902147;Tir à l'arc;13/06/03;République de Corée;21;Athlète;;Femme;Invalides;48.85704803;2.312835932;16;25/07/24;03/08/24;5;3;0;0;oui
LIMA Bj Telefoni;https://olympics.com/fr/paris-2024/athlete/bj-telefoni-lima_1968068;Rugby à sept;23/07/99;Samoa;25;Athlète;190;Homme;Stade de France;48.924475;2.360127;5;24/07/24;27/07/24;3;0;0;0;non
LIMA Bruno;https://olympics.com/fr/paris-2024/athlete/bruno-lima_1907676;Volleyball;04/02/96;Argentine;28;Athlète;198;Homme;Arena Paris Sud 1;48.832968;2.2840069;3;27/07/24;02/08/24;3;0;0;0;non
LIMA Gabriela;https://olympics.com/fr/paris-2024/athlete/gabriela-lima_1954954;Rugby à sept;02/08/94;Brésil;30;Athlète;171;Femme;Stade de France;48.924475;2.360127;5;28/07/24;30/07/24;3;0;0;0;non
LIMA Lia;https://olympics.com/fr/paris-2024/athlete/lia-lima_1905185;Natation;09/09/01;Angola;23;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;31/07/24;31/07/24;1;0;0;0;non
LIMA Matheus;https://olympics.com/fr/paris-2024/athlete/matheus-lima_1952077;Athlétisme;01/06/03;Brésil;21;Athlète;186;Homme;Stade de France;48.924475;2.360127;3;05/08/24;09/08/24;3;0;0;0;non
LIMA Willian;https://olympics.com/fr/paris-2024/athlete/willian-lima_1953840;Judo;31/01/00;Brésil;24;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;7;28/07/24;03/08/24;2;0;1;1;non
LIMARDO Francisco;https://olympics.com/fr/paris-2024/athlete/francisco-limardo_1924909;Escrime;27/03/87;Venezuela;37;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;4;28/07/24;02/08/24;2;0;0;0;non
LIMARDO GASCON Ruben;https://olympics.com/fr/paris-2024/athlete/ruben-limardo-gascon_1924881;Escrime;03/08/85;Venezuela;39;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;4;28/07/24;02/08/24;2;0;0;0;non
LIMARDO Jesus;https://olympics.com/fr/paris-2024/athlete/jesus-limardo_1924918;Escrime;29/02/96;Venezuela;28;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;3;02/08/24;02/08/24;1;0;0;0;non
LIMOUZIN Hortense;https://olympics.com/fr/paris-2024/athlete/hortense-limouzin_1571080;Basketball 3x3;01/07/98;France;26;Athlète;166;Femme;La Concorde 1;48.86640642;2.32119515;7;30/07/24;03/08/24;5;0;0;0;non
LIMTIACO Tasi;https://olympics.com/fr/paris-2024/athlete/tasi-limtiaco_1550221;Natation;04/01/94;États fédérés de Micronésie;30;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;27/07/24;27/07/24;1;0;0;0;non
LIN Chen-Hao;https://olympics.com/fr/paris-2024/athlete/chen-hao-lin_1565620;Judo;26/10/97;Chinese Taipei;26;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;2;27/07/24;27/07/24;1;0;0;0;non
LIN Wenjun;https://olympics.com/fr/paris-2024/athlete/wenjun-lin_1927381;Canoë-kayak sprint;03/06/97;République populaire de Chine;27;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;4;08/08/24;10/08/24;2;0;0;0;non
LIN Xinyu;https://olympics.com/fr/paris-2024/athlete/xinyu-lin_1920055;Triathlon;24/04/02;République populaire de Chine;22;Athlète;;Femme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
LIN Xiyu Janet;https://olympics.com/fr/paris-2024/athlete/xiyu-janet-lin_1913218;Golf;25/02/96;République populaire de Chine;28;Athlète;171;Femme;Golf National;48.7532;2.0758;4;07/08/24;10/08/24;4;0;0;1;non
LIN Yi Chun;https://olympics.com/fr/paris-2024/athlete/yi-chun-lin_1569850;Tir;05/07/81;Chinese Taipei;43;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;30/07/24;31/07/24;2;0;0;0;non
LIN Yu Ting;https://olympics.com/fr/paris-2024/athlete/yu-ting-lin_1887963;Boxe;13/12/95;Chinese Taipei;28;Athlète;175;Femme;multisite;;;4;02/08/24;10/08/24;4;1;0;0;non
LIN Yun-Ju;https://olympics.com/fr/paris-2024/athlete/yun-ju-lin_1800795;Tennis de table;17/08/01;Chinese Taipei;23;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;8;27/07/24;06/08/24;7;0;0;0;non
LIN Yu-Tang;https://olympics.com/fr/paris-2024/athlete/yu-tang-lin_1565505;Athlétisme;11/05/00;Chinese Taipei;24;Athlète;174;Homme;Stade de France;48.924475;2.360127;1;04/08/24;04/08/24;1;0;0;0;non
LIN Yuwei;https://olympics.com/fr/paris-2024/athlete/yuwei-lin_1919051;Athlétisme;02/05/99;République populaire de Chine;25;Athlète;171;Femme;Stade de France;48.924475;2.360127;2;07/08/24;08/08/24;2;0;0;0;non
LIN Zih-Siang;https://olympics.com/fr/paris-2024/athlete/zih-siang-lin_1564631;Tir à l'arc;01/08/01;Chinese Taipei;23;Athlète;;Homme;Invalides;48.85704803;2.312835932;6;25/07/24;30/07/24;3;0;0;0;non
LINARES Natalia;https://olympics.com/fr/paris-2024/athlete/natalia-linares_1535505;Athlétisme;03/01/03;Colombie;21;Athlète;171;Femme;Stade de France;48.924475;2.360127;1;06/08/24;06/08/24;1;0;0;0;non
LINCOLN Scott;https://olympics.com/fr/paris-2024/athlete/scott-lincoln_1924447;Athlétisme;07/05/93;Grande-Bretagne;31;Athlète;191;Homme;Stade de France;48.924475;2.360127;1;02/08/24;02/08/24;1;0;0;0;non
